Years of Experience,Salary Average,Education Level
6.0,110707.0,Master's Degree
17.0,151670.0,Master's Degree
13.0,146508.0,Master's Degree
3.0,70216.0,Master's Degree
5.0,101733.0,Master's Degree
21.0,180367.0,Master's Degree
9.0,135596.0,Master's Degree
19.0,177347.0,Master's Degree
9.0,146075.0,Master's Degree
9.0,132638.0,Master's Degree
28.0,191239.0,Master's Degree
2.0,65840.0,Master's Degree
23.0,185038.0,Master's Degree
6.0,110707.0,Master's Degree
17.0,151670.0,Master's Degree
13.0,146508.0,Master's Degree
3.0,70216.0,Master's Degree
5.0,101733.0,Master's Degree
21.0,180367.0,Master's Degree
9.0,135596.0,Master's Degree
19.0,177347.0,Master's Degree
19.0,163780.0,Master's Degree
4.0,92438.0,Master's Degree
5.0,84181.0,Master's Degree
18.0,152168.0,Master's Degree
9.0,131547.0,Master's Degree
20.0,174938.0,Master's Degree
3.0,73640.0,Master's Degree
11.0,138859.0,Master's Degree
23.0,182392.0,Master's Degree
11.0,151078.0,Master's Degree
20.0,167924.0,Master's Degree
10.0,113334.0,Master's Degree
13.0,140010.0,Master's Degree
24.0,192756.0,Master's Degree
27.0,186794.0,Master's Degree
15.0,171652.0,Master's Degree
9.0,119918.0,Master's Degree
23.0,174336.0,Master's Degree
14.0,163978.0,Master's Degree
32.0,195270.0,Master's Degree
8.0,122970.0,Master's Degree
4.0,91062.0,Master's Degree
6.0,114290.0,Master's Degree
8.0,122354.0,Master's Degree
3.0,73218.0,Master's Degree
24.0,184480.0,Master's Degree
5.0,102828.0,Master's Degree
16.0,150301.0,Master's Degree
13.0,147326.0,Master's Degree
4.0,91397.0,Master's Degree
5.0,100867.0,Master's Degree
22.0,182506.0,Master's Degree
9.0,136986.0,Master's Degree
19.0,177347.0,Master's Degree
9.0,146075.0,Master's Degree
9.0,132638.0,Master's Degree
28.0,191239.0,Master's Degree
2.0,65840.0,Master's Degree
23.0,185038.0,Master's Degree
6.0,110707.0,Master's Degree
17.0,151670.0,Master's Degree
13.0,146508.0,Master's Degree
3.0,70216.0,Master's Degree
5.0,101733.0,Master's Degree
21.0,180367.0,Master's Degree
9.0,135596.0,Master's Degree
19.0,177347.0,Master's Degree
9.0,146075.0,Master's Degree
9.0,132638.0,Master's Degree
28.0,191239.0,Master's Degree
2.0,65840.0,Master's Degree
23.0,185038.0,Master's Degree
6.0,110707.0,Master's Degree
17.0,151670.0,Master's Degree
13.0,146508.0,Master's Degree
3.0,70216.0,Master's Degree
5.0,101733.0,Master's Degree
21.0,180367.0,Master's Degree
9.0,135596.0,Master's Degree
19.0,177347.0,Master's Degree
19.0,163780.0,Master's Degree
4.0,92438.0,Master's Degree
5.0,84181.0,Master's Degree
18.0,152168.0,Master's Degree
9.0,131547.0,Master's Degree
20.0,174938.0,Master's Degree
3.0,73640.0,Master's Degree
11.0,138859.0,Master's Degree
23.0,182392.0,Master's Degree
11.0,151078.0,Master's Degree
20.0,167924.0,Master's Degree
10.0,113334.0,Master's Degree
13.0,140010.0,Master's Degree
24.0,192756.0,Master's Degree
27.0,186794.0,Master's Degree
15.0,171652.0,Master's Degree
9.0,119918.0,Master's Degree
23.0,174336.0,Master's Degree
14.0,163978.0,Master's Degree
32.0,195270.0,Master's Degree
8.0,122970.0,Master's Degree
4.0,91062.0,Master's Degree
6.0,114290.0,Master's Degree
8.0,122354.0,Master's Degree
3.0,73218.0,Master's Degree
23.0,185038.0,Master's Degree
5.0,102828.0,Master's Degree
16.0,150301.0,Master's Degree
13.0,147326.0,Master's Degree
3.0,91397.0,Master's Degree
5.0,100867.0,Master's Degree
22.0,182506.0,Master's Degree
9.0,136986.0,Master's Degree
19.0,177347.0,Master's Degree
14.0,141090.0,Master's Degree
9.0,124141.0,Master's Degree
22.0,182768.0,Master's Degree
14.0,147708.0,Master's Degree
8.0,120288.0,Master's Degree
11.0,134979.0,Master's Degree
4.0,83577.0,Master's Degree
11.0,134482.0,Master's Degree
3.0,88678.0,Master's Degree
16.0,154990.0,Master's Degree
19.0,175684.0,Master's Degree
13.0,144647.0,Master's Degree
9.0,121120.0,Master's Degree
21.0,177002.0,Master's Degree
5.0,87584.0,Master's Degree
7.0,108799.0,Master's Degree
22.0,183530.0,Master's Degree
4.0,82697.0,Master's Degree
12.0,130356.0,Master's Degree
9.0,121432.0,Master's Degree
23.0,183690.0,Master's Degree
15.0,148437.0,Master's Degree
8.0,,Master's Degree
5.0,100000.0,Master's Degree
6.0,90000.0,Master's Degree
8.0,130000.0,Master's Degree
7.0,120000.0,Master's Degree
8.0,100000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
9.0,140000.0,Master's Degree
7.0,110000.0,Master's Degree
2.0,60000.0,Master's Degree
8.0,100000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
9.0,140000.0,Master's Degree
7.0,110000.0,Master's Degree
2.0,60000.0,Master's Degree
8.0,100000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
9.0,140000.0,Master's Degree
7.0,110000.0,Master's Degree
2.0,60000.0,Master's Degree
8.0,100000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
9.0,140000.0,Master's Degree
7.0,110000.0,Master's Degree
2.0,60000.0,Master's Degree
8.0,100000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
9.0,140000.0,Master's Degree
7.0,110000.0,Master's Degree
2.0,60000.0,Master's Degree
8.0,100000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
9.0,140000.0,Master's Degree
7.0,110000.0,Master's Degree
2.0,60000.0,Master's Degree
8.0,100000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
9.0,140000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
9.0,140000.0,Master's Degree
7.0,110000.0,Master's Degree
2.0,60000.0,Master's Degree
8.0,100000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
9.0,140000.0,Master's Degree
7.0,110000.0,Master's Degree
2.0,60000.0,Master's Degree
8.0,100000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
9.0,140000.0,Master's Degree
7.0,110000.0,Master's Degree
2.0,60000.0,Master's Degree
8.0,100000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
9.0,140000.0,Master's Degree
7.0,110000.0,Master's Degree
2.0,60000.0,Master's Degree
8.0,100000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
9.0,140000.0,Master's Degree
7.0,110000.0,Master's Degree
2.0,60000.0,Master's Degree
8.0,100000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
9.0,140000.0,Master's Degree
7.0,110000.0,Master's Degree
2.0,60000.0,Master's Degree
8.0,100000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
9.0,140000.0,Master's Degree
7.0,110000.0,Master's Degree
2.0,60000.0,Master's Degree
8.0,100000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
5.0,80000.0,Master's Degree
18.0,160000.0,Master's Degree
4.0,75000.0,Master's Degree
11.0,110000.0,Master's Degree
7.0,80000.0,Master's Degree
4.0,65000.0,Master's Degree
5.0,80000.0,Master's Degree
10.0,110000.0,Master's Degree
7.0,89000.0,Master's Degree
9.0,105000.0,Master's Degree
4.0,65000.0,Master's Degree
11.0,115000.0,Master's Degree
5.0,70000.0,Master's Degree
10.0,105000.0,Master's Degree
3.0,55000.0,Master's Degree
14.0,140000.0,Master's Degree
4.0,70000.0,Master's Degree
13.0,135000.0,Master's Degree
7.0,85000.0,Master's Degree
1.0,32000.0,Master's Degree
9.0,95000.0,Master's Degree
6.0,80000.0,Master's Degree
8.0,95000.0,Master's Degree
12.0,120000.0,Master's Degree
4.0,70000.0,Master's Degree
7.0,85000.0,Master's Degree
1.0,32000.0,Master's Degree
10.0,105000.0,Master's Degree
6.0,80000.0,Master's Degree
8.0,95000.0,Master's Degree
12.0,120000.0,Master's Degree
4.0,70000.0,Master's Degree
7.0,85000.0,Master's Degree
1.0,32000.0,Master's Degree
10.0,105000.0,Master's Degree
6.0,80000.0,Master's Degree
8.0,95000.0,Master's Degree
12.0,120000.0,Master's Degree
4.0,70000.0,Master's Degree
7.0,85000.0,Master's Degree
1.0,32000.0,Master's Degree
10.0,105000.0,Master's Degree
6.0,80000.0,Master's Degree
8.0,95000.0,Master's Degree
12.0,120000.0,Master's Degree
4.0,70000.0,Master's Degree
7.0,85000.0,Master's Degree
1.0,32000.0,Master's Degree
4.0,65000.0,Master's Degree
5.0,80000.0,Master's Degree
10.0,110000.0,Master's Degree
7.0,89000.0,Master's Degree
9.0,105000.0,Master's Degree
4.0,65000.0,Master's Degree
11.0,115000.0,Master's Degree
5.0,70000.0,Master's Degree
10.0,105000.0,Master's Degree
3.0,55000.0,Master's Degree
14.0,140000.0,Master's Degree
4.0,70000.0,Master's Degree
13.0,135000.0,Master's Degree
7.0,85000.0,Master's Degree
1.0,32000.0,Master's Degree
9.0,95000.0,Master's Degree
6.0,80000.0,Master's Degree
8.0,95000.0,Master's Degree
12.0,120000.0,Master's Degree
4.0,70000.0,Master's Degree
7.0,85000.0,Master's Degree
1.0,32000.0,Master's Degree
10.0,105000.0,Master's Degree
6.0,80000.0,Master's Degree
8.0,95000.0,Master's Degree
12.0,120000.0,Master's Degree
4.0,70000.0,Master's Degree
7.0,85000.0,Master's Degree
1.0,32000.0,Master's Degree
10.0,105000.0,Master's Degree
6.0,80000.0,Master's Degree
8.0,95000.0,Master's Degree
12.0,120000.0,Master's Degree
4.0,70000.0,Master's Degree
7.0,85000.0,Master's Degree
1.0,32000.0,Master's Degree
10.0,105000.0,Master's Degree
6.0,80000.0,Master's Degree
8.0,95000.0,Master's Degree
12.0,120000.0,Master's Degree
4.0,70000.0,Master's Degree
7.0,85000.0,Master's Degree
1.0,32000.0,Master's Degree
9.0,100000.0,Master's Degree
5.0,70000.0,Master's Degree
2.0,40000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
8.0,85000.0,Master's Degree
3.0,50000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
8.0,85000.0,Master's Degree
3.0,50000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
8.0,85000.0,Master's Degree
3.0,50000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
8.0,85000.0,Master's Degree
3.0,50000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
8.0,85000.0,Master's Degree
3.0,50000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
8.0,85000.0,Master's Degree
3.0,50000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
8.0,85000.0,Master's Degree
3.0,50000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
9.0,100000.0,Master's Degree
5.0,70000.0,Master's Degree
2.0,40000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
8.0,85000.0,Master's Degree
3.0,50000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
8.0,85000.0,Master's Degree
3.0,50000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
8.0,85000.0,Master's Degree
3.0,50000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
8.0,85000.0,Master's Degree
3.0,50000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
8.0,85000.0,Master's Degree
3.0,50000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
8.0,85000.0,Master's Degree
3.0,50000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
8.0,85000.0,Master's Degree
3.0,50000.0,Master's Degree
10.0,110000.0,Master's Degree
11.0,120000.0,Master's Degree
7.0,90000.0,Master's Degree
5.0,70000.0,Master's Degree
11.0,120000.0,Master's Degree
12.0,130000.0,Master's Degree
9.0,100000.0,Master's Degree
3.0,50000.0,Master's Degree
11.0,120000.0,Master's Degree
12.0,130000.0,Master's Degree
9.0,100000.0,Master's Degree
3.0,50000.0,Master's Degree
11.0,120000.0,Master's Degree
12.0,130000.0,Master's Degree
9.0,100000.0,Master's Degree
3.0,50000.0,Master's Degree
11.0,120000.0,Master's Degree
12.0,130000.0,Master's Degree
9.0,100000.0,Master's Degree
3.0,50000.0,Master's Degree
11.0,120000.0,Master's Degree
12.0,130000.0,Master's Degree
9.0,100000.0,Master's Degree
3.0,50000.0,Master's Degree
11.0,120000.0,Master's Degree
12.0,130000.0,Master's Degree
9.0,100000.0,Master's Degree
3.0,50000.0,Master's Degree
11.0,120000.0,Master's Degree
12.0,130000.0,Master's Degree
9.0,100000.0,Master's Degree
3.0,50000.0,Master's Degree
11.0,120000.0,Master's Degree
12.0,130000.0,Master's Degree
3.0,60000.0,Master's Degree
7.0,90000.0,Master's Degree
10.0,110000.0,Master's Degree
13.0,140000.0,Master's Degree
11.0,120000.0,Master's Degree
2.0,45000.0,Master's Degree
10.0,110000.0,Master's Degree
13.0,140000.0,Master's Degree
11.0,120000.0,Master's Degree
2.0,45000.0,Master's Degree
10.0,110000.0,Master's Degree
13.0,140000.0,Master's Degree
11.0,120000.0,Master's Degree
2.0,45000.0,Master's Degree
10.0,110000.0,Master's Degree
13.0,140000.0,Master's Degree
11.0,120000.0,Master's Degree
2.0,45000.0,Master's Degree
10.0,110000.0,Master's Degree
13.0,140000.0,Master's Degree
11.0,120000.0,Master's Degree
2.0,45000.0,Master's Degree
10.0,110000.0,Master's Degree
13.0,140000.0,Master's Degree
11.0,120000.0,Master's Degree
2.0,45000.0,Master's Degree
10.0,110000.0,Master's Degree
13.0,140000.0,Master's Degree
11.0,120000.0,Master's Degree
2.0,45000.0,Master's Degree
10.0,110000.0,Master's Degree
13.0,140000.0,Master's Degree
4.0,62000.0,Master's Degree
8.0,95000.0,Master's Degree
11.0,117000.0,Master's Degree
14.0,146000.0,Master's Degree
12.0,122000.0,Master's Degree
3.0,49000.0,Master's Degree
11.0,117000.0,Master's Degree
14.0,146000.0,Master's Degree
12.0,122000.0,Master's Degree
3.0,49000.0,Master's Degree
11.0,117000.0,Master's Degree
14.0,146000.0,Master's Degree
12.0,122000.0,Master's Degree
3.0,49000.0,Master's Degree
11.0,117000.0,Master's Degree
14.0,146000.0,Master's Degree
12.0,122000.0,Master's Degree
3.0,49000.0,Master's Degree
11.0,117000.0,Master's Degree
14.0,146000.0,Master's Degree
12.0,122000.0,Master's Degree
3.0,49000.0,Master's Degree
11.0,117000.0,Master's Degree
14.0,146000.0,Master's Degree
12.0,122000.0,Master's Degree
3.0,49000.0,Master's Degree
11.0,117000.0,Master's Degree
14.0,146000.0,Master's Degree
12.0,122000.0,Master's Degree
3.0,49000.0,Master's Degree
11.0,117000.0,Master's Degree
14.0,146000.0,Master's Degree
8.0,95000.0,Master's Degree
5.0,68000.0,Master's Degree
12.0,125000.0,Master's Degree
15.0,152000.0,Master's Degree
13.0,131000.0,Master's Degree
3.0,49000.0,Master's Degree
12.0,125000.0,Master's Degree
15.0,152000.0,Master's Degree
13.0,131000.0,Master's Degree
3.0,49000.0,Master's Degree
12.0,125000.0,Master's Degree
15.0,152000.0,Master's Degree
13.0,131000.0,Master's Degree
3.0,49000.0,Master's Degree
12.0,125000.0,Master's Degree
15.0,152000.0,Master's Degree
13.0,131000.0,Master's Degree
3.0,49000.0,Master's Degree
12.0,125000.0,Master's Degree
15.0,152000.0,Master's Degree
13.0,131000.0,Master's Degree
3.0,49000.0,Master's Degree
12.0,125000.0,Master's Degree
15.0,152000.0,Master's Degree
13.0,131000.0,Master's Degree
3.0,49000.0,Master's Degree
12.0,125000.0,Master's Degree
15.0,152000.0,Master's Degree
13.0,131000.0,Master's Degree
3.0,49000.0,Master's Degree
12.0,125000.0,Master's Degree
15.0,152000.0,Master's Degree
13.0,131000.0,Master's Degree
16.0,137000.0,Master's Degree
23.0,228000.0,Master's Degree
20.0,204000.0,Master's Degree
8.0,92000.0,Master's Degree
6.0,77000.0,Master's Degree
20.0,204000.0,Master's Degree
20.0,204000.0,Master's Degree
8.0,92000.0,Master's Degree
6.0,77000.0,Master's Degree
20.0,204000.0,Master's Degree
20.0,204000.0,Master's Degree
8.0,92000.0,Master's Degree
6.0,77000.0,Master's Degree
20.0,204000.0,Master's Degree
20.0,204000.0,Master's Degree
8.0,92000.0,Master's Degree
6.0,77000.0,Master's Degree
20.0,204000.0,Master's Degree
20.0,204000.0,Master's Degree
8.0,92000.0,Master's Degree
6.0,77000.0,Master's Degree
20.0,204000.0,Master's Degree
20.0,204000.0,Master's Degree
8.0,92000.0,Master's Degree
6.0,77000.0,Master's Degree
20.0,204000.0,Master's Degree
20.0,204000.0,Master's Degree
8.0,92000.0,Master's Degree
6.0,77000.0,Master's Degree
20.0,204000.0,Master's Degree
20.0,204000.0,Master's Degree
8.0,92000.0,Master's Degree
6.0,77000.0,Master's Degree
6.0,95000.0,Master's Degree
4.0,70000.0,Master's Degree
2.0,50000.0,Master's Degree
12.0,120000.0,Master's Degree
9.0,95000.0,Master's Degree
8.0,80000.0,Master's Degree
2.0,48000.0,Master's Degree
4.0,70000.0,Master's Degree
6.0,80000.0,Master's Degree
4.0,65000.0,Master's Degree
12.0,110000.0,Master's Degree
10.0,105000.0,Master's Degree
2.0,55000.0,Master's Degree
7.0,90000.0,Master's Degree
6.0,80000.0,Master's Degree
4.0,70000.0,Master's Degree
2.0,50000.0,Master's Degree
13.0,125000.0,Master's Degree
8.0,90000.0,Master's Degree
3.0,60000.0,Master's Degree
6.0,95000.0,Master's Degree
2.0,42000.0,Master's Degree
11.0,100000.0,Master's Degree
9.0,95000.0,Master's Degree
8.0,80000.0,Master's Degree
2.0,48000.0,Master's Degree
4.0,70000.0,Master's Degree
6.0,80000.0,Master's Degree
4.0,65000.0,Master's Degree
12.0,110000.0,Master's Degree
10.0,105000.0,Master's Degree
2.0,55000.0,Master's Degree
7.0,90000.0,Master's Degree
6.0,80000.0,Master's Degree
4.0,70000.0,Master's Degree
2.0,50000.0,Master's Degree
13.0,125000.0,Master's Degree
8.0,90000.0,Master's Degree
3.0,60000.0,Master's Degree
6.0,95000.0,Master's Degree
2.0,42000.0,Master's Degree
11.0,100000.0,Master's Degree
9.0,95000.0,Master's Degree
8.0,120000.0,Master's Degree
7.0,100000.0,Master's Degree
8.0,120000.0,Master's Degree
7.0,100000.0,Master's Degree
8.0,120000.0,Master's Degree
7.0,100000.0,Master's Degree
8.0,120000.0,Master's Degree
7.0,100000.0,Master's Degree
8.0,120000.0,Master's Degree
7.0,100000.0,Master's Degree
8.0,120000.0,Master's Degree
7.0,100000.0,Master's Degree
8.0,120000.0,Master's Degree
7.0,100000.0,Master's Degree
8.0,120000.0,Master's Degree
7.0,100000.0,Master's Degree
8.0,120000.0,Master's Degree
7.0,100000.0,Master's Degree
8.0,120000.0,Master's Degree
7.0,100000.0,Master's Degree
8.0,120000.0,Master's Degree
7.0,100000.0,Master's Degree
8.0,120000.0,Master's Degree
7.0,100000.0,Master's Degree
9.0,125000.0,Master's Degree
8.0,105000.0,Master's Degree
9.0,125000.0,Master's Degree
8.0,105000.0,Master's Degree
9.0,125000.0,Master's Degree
8.0,105000.0,Master's Degree
9.0,125000.0,Master's Degree
8.0,105000.0,Master's Degree
9.0,125000.0,Master's Degree
8.0,105000.0,Master's Degree
9.0,125000.0,Master's Degree
8.0,105000.0,Master's Degree
9.0,125000.0,Master's Degree
8.0,105000.0,Master's Degree
9.0,125000.0,Master's Degree
8.0,105000.0,Master's Degree
9.0,125000.0,Master's Degree
8.0,105000.0,Master's Degree
9.0,125000.0,Master's Degree
8.0,105000.0,Master's Degree
9.0,125000.0,Master's Degree
8.0,105000.0,Master's Degree
9.0,125000.0,Master's Degree
8.0,105000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
8.0,120000.0,Master's Degree
7.0,120000.0,Master's Degree
4.0,80000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,110000.0,Master's Degree
4.0,80000.0,Master's Degree
12.0,150000.0,Master's Degree
18.0,180000.0,Master's Degree
6.0,100000.0,Master's Degree
14.0,170000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,120000.0,Master's Degree
12.0,150000.0,Master's Degree
18.0,180000.0,Master's Degree
6.0,100000.0,Master's Degree
14.0,170000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,120000.0,Master's Degree
12.0,150000.0,Master's Degree
18.0,180000.0,Master's Degree
6.0,100000.0,Master's Degree
14.0,170000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,120000.0,Master's Degree
12.0,150000.0,Master's Degree
18.0,180000.0,Master's Degree
6.0,100000.0,Master's Degree
14.0,170000.0,Master's Degree
7.0,120000.0,Master's Degree
7.0,120000.0,Master's Degree
12.0,150000.0,Master's Degree
18.0,180000.0,Master's Degree
6.0,100000.0,Master's Degree
11.0,160000.0,Master's Degree
19.0,185000.0,Master's Degree
6.0,100000.0,Master's Degree
14.0,170000.0,Master's Degree
8.0,120000.0,Master's Degree
8.0,120000.0,Master's Degree
11.0,160000.0,Master's Degree
19.0,185000.0,Master's Degree
6.0,100000.0,Master's Degree
14.0,170000.0,Master's Degree
8.0,120000.0,Master's Degree
8.0,120000.0,Master's Degree
11.0,160000.0,Master's Degree
19.0,185000.0,Master's Degree
6.0,100000.0,Master's Degree
14.0,170000.0,Master's Degree
8.0,120000.0,Master's Degree
8.0,120000.0,Master's Degree
11.0,160000.0,Master's Degree
19.0,185000.0,Master's Degree
6.0,100000.0,Master's Degree
14.0,170000.0,Master's Degree
8.0,120000.0,Master's Degree
8.0,120000.0,Master's Degree
11.0,160000.0,Master's Degree
19.0,185000.0,Master's Degree
6.0,100000.0,Master's Degree
11.0,160000.0,Master's Degree
19.0,185000.0,Master's Degree
6.0,100000.0,Master's Degree
14.0,170000.0,Master's Degree
8.0,120000.0,Master's Degree
8.0,120000.0,Master's Degree
11.0,160000.0,Master's Degree
19.0,185000.0,Master's Degree
6.0,100000.0,Master's Degree
14.0,170000.0,Master's Degree
8.0,120000.0,Master's Degree
8.0,120000.0,Master's Degree
11.0,160000.0,Master's Degree
19.0,185000.0,Master's Degree
6.0,100000.0,Master's Degree
14.0,170000.0,Master's Degree
8.0,120000.0,Master's Degree
8.0,120000.0,Master's Degree
11.0,160000.0,Master's Degree
19.0,185000.0,Master's Degree
6.0,100000.0,Master's Degree
14.0,170000.0,Master's Degree
8.0,120000.0,Master's Degree
8.0,120000.0,Master's Degree
11.0,160000.0,Master's Degree
19.0,185000.0,Master's Degree
6.0,100000.0,Master's Degree
9.0,130000.0,Master's Degree
4.0,80000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,180000.0,Master's Degree
9.0,120000.0,Master's Degree
4.0,90000.0,Master's Degree
8.0,120000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
8.0,120000.0,Master's Degree
9.0,120000.0,Master's Degree
4.0,90000.0,Master's Degree
8.0,120000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
8.0,120000.0,Master's Degree
9.0,120000.0,Master's Degree
4.0,90000.0,Master's Degree
8.0,120000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,130000.0,Master's Degree
14.0,190000.0,Master's Degree
9.0,125000.0,Master's Degree
8.0,120000.0,Master's Degree
5.0,95000.0,Master's Degree
9.0,135000.0,Master's Degree
14.0,195000.0,Master's Degree
9.0,135000.0,Master's Degree
14.0,195000.0,Master's Degree
9.0,135000.0,Master's Degree
14.0,195000.0,Master's Degree
9.0,135000.0,Master's Degree
14.0,195000.0,Master's Degree
9.0,135000.0,Master's Degree
14.0,195000.0,Master's Degree
9.0,135000.0,Master's Degree
14.0,195000.0,Master's Degree
9.0,135000.0,Master's Degree
14.0,195000.0,Master's Degree
9.0,135000.0,Master's Degree
14.0,195000.0,Master's Degree
2.0,75000.0,Master's Degree
10.0,145000.0,Master's Degree
8.0,135000.0,Master's Degree
14.0,195000.0,Master's Degree
9.0,135000.0,Master's Degree
