Years of Experience,Salary Average,Education Level
7.0,130000.0,Bachelor's Degree
10.0,190000.0,Bachelor's Degree
12.0,195000.0,Bachelor's Degree
2.0,90000.0,Bachelor's Degree
8.0,185000.0,Bachelor's Degree
6.0,120000.0,Bachelor's Degree
9.0,180000.0,Bachelor's Degree
3.0,100000.0,Bachelor's Degree
4.0,160000.0,Bachelor's Degree
5.0,125000.0,Bachelor's Degree
9.0,185000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
12.0,190000.0,Bachelor's Degree
5.0,150000.0,Bachelor's Degree
3.0,110000.0,Bachelor's Degree
8.0,180000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
10.0,190000.0,Bachelor's Degree
12.0,195000.0,Bachelor's Degree
2.0,90000.0,Bachelor's Degree
8.0,185000.0,Bachelor's Degree
5.0,135000.0,Bachelor's Degree
12.0,195000.0,Bachelor's Degree
8.0,165000.0,Bachelor's Degree
4.0,150000.0,Bachelor's Degree
9.0,162000.0,Bachelor's Degree
13.0,197000.0,Bachelor's Degree
7.0,142000.0,Bachelor's Degree
11.0,185000.0,Bachelor's Degree
8.0,170000.0,Bachelor's Degree
7.0,175000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
4.0,95000.0,Bachelor's Degree
2.0,75000.0,Bachelor's Degree
5.0,115000.0,Bachelor's Degree
4.0,115000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
5.0,105000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
3.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,120000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,95000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,95000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
4.0,95000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
4.0,95000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
2.0,75000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
6.0,120000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,140000.0,Bachelor's Degree
8.0,145000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,140000.0,Bachelor's Degree
8.0,145000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,140000.0,Bachelor's Degree
8.0,145000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,140000.0,Bachelor's Degree
8.0,145000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,140000.0,Bachelor's Degree
8.0,145000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,140000.0,Bachelor's Degree
8.0,145000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
11.0,155000.0,Bachelor's Degree
5.0,105000.0,Bachelor's Degree
8.0,145000.0,Bachelor's Degree
4.0,95000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
1.0,550.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
10.0,150000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
12.0,160000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
11.0,170000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
11.0,170000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,130000.0,Bachelor's Degree
5.0,100000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
8.0,135000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
10.0,150000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
8.0,122485.0,Bachelor's Degree
2.0,90249.0,Bachelor's Degree
19.0,120177.0,Bachelor's Degree
12.0,166375.0,Bachelor's Degree
10.0,149217.0,Bachelor's Degree
3.0,75072.0,Bachelor's Degree
23.0,175966.0,Bachelor's Degree
20.0,139398.0,Bachelor's Degree
10.0,114776.0,Bachelor's Degree
4.0,73895.0,Bachelor's Degree
25.0,168287.0,Bachelor's Degree
1.0,51265.0,Bachelor's Degree
28.0,193964.0,Bachelor's Degree
4.0,82683.0,Bachelor's Degree
18.0,148446.0,Bachelor's Degree
23.0,181699.0,Bachelor's Degree
22.0,181132.0,Bachelor's Degree
14.0,119224.0,Bachelor's Degree
20.0,151315.0,Bachelor's Degree
23.0,173851.0,Bachelor's Degree
9.0,104661.0,Bachelor's Degree
10.0,94502.0,Bachelor's Degree
8.0,122485.0,Bachelor's Degree
2.0,90249.0,Bachelor's Degree
19.0,120177.0,Bachelor's Degree
12.0,166375.0,Bachelor's Degree
10.0,149217.0,Bachelor's Degree
3.0,75072.0,Bachelor's Degree
23.0,175966.0,Bachelor's Degree
20.0,139398.0,Bachelor's Degree
10.0,114776.0,Bachelor's Degree
4.0,73895.0,Bachelor's Degree
25.0,168287.0,Bachelor's Degree
1.0,51265.0,Bachelor's Degree
28.0,193964.0,Bachelor's Degree
4.0,82683.0,Bachelor's Degree
18.0,148446.0,Bachelor's Degree
23.0,181699.0,Bachelor's Degree
22.0,181132.0,Bachelor's Degree
14.0,119224.0,Bachelor's Degree
20.0,151315.0,Bachelor's Degree
23.0,173851.0,Bachelor's Degree
9.0,104661.0,Bachelor's Degree
10.0,94502.0,Bachelor's Degree
14.0,139095.0,Bachelor's Degree
10.0,126593.0,Bachelor's Degree
29.0,191915.0,Bachelor's Degree
9.0,133326.0,Bachelor's Degree
0.0,51831.0,Bachelor's Degree
8.0,100052.0,Bachelor's Degree
5.0,84407.0,Bachelor's Degree
20.0,143084.0,Bachelor's Degree
19.0,150248.0,Bachelor's Degree
6.0,88035.0,Bachelor's Degree
4.0,71699.0,Bachelor's Degree
24.0,166828.0,Bachelor's Degree
25.0,177177.0,Bachelor's Degree
10.0,128712.0,Bachelor's Degree
25.0,179987.0,Bachelor's Degree
12.0,131960.0,Bachelor's Degree
22.0,171036.0,Bachelor's Degree
7.0,107718.0,Bachelor's Degree
2.0,63901.0,Bachelor's Degree
11.0,136285.0,Bachelor's Degree
4.0,70022.0,Bachelor's Degree
10.0,123386.0,Bachelor's Degree
30.0,183020.0,Bachelor's Degree
17.0,149198.0,Bachelor's Degree
6.0,89995.0,Bachelor's Degree
20.0,150534.0,Bachelor's Degree
4.0,68732.0,Bachelor's Degree
13.0,137336.0,Bachelor's Degree
20.0,154281.0,Bachelor's Degree
13.0,143885.0,Bachelor's Degree
24.0,178284.0,Bachelor's Degree
22.0,174324.0,Bachelor's Degree
1.0,61095.0,Bachelor's Degree
7.0,103282.0,Bachelor's Degree
30.0,186321.0,Bachelor's Degree
9.0,125091.0,Bachelor's Degree
27.0,183417.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
4.0,90000.0,Bachelor's Degree
3.0,75000.0,Bachelor's Degree
8.0,130000.0,Bachelor's Degree
5.0,80000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
11.0,150000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
6.0,103579.0,Bachelor's Degree
12.0,137878.0,Bachelor's Degree
10.0,126520.0,Bachelor's Degree
28.0,192292.0,Bachelor's Degree
8.0,124071.0,Bachelor's Degree
0.0,52831.0,Bachelor's Degree
8.0,100679.0,Bachelor's Degree
4.0,77606.0,Bachelor's Degree
20.0,142421.0,Bachelor's Degree
19.0,150729.0,Bachelor's Degree
6.0,88552.0,Bachelor's Degree
4.0,72389.0,Bachelor's Degree
25.0,166958.0,Bachelor's Degree
25.0,177862.0,Bachelor's Degree
10.0,128999.0,Bachelor's Degree
25.0,179756.0,Bachelor's Degree
12.0,132442.0,Bachelor's Degree
22.0,171468.0,Bachelor's Degree
7.0,108267.0,Bachelor's Degree
2.0,64182.0,Bachelor's Degree
11.0,136662.0,Bachelor's Degree
3.0,70397.0,Bachelor's Degree
18.0,155795.0,Bachelor's Degree
7.0,106218.0,Bachelor's Degree
14.0,136449.0,Bachelor's Degree
21.0,167015.0,Bachelor's Degree
6.0,104378.0,Bachelor's Degree
1.0,55935.0,Bachelor's Degree
11.0,136062.0,Bachelor's Degree
3.0,70397.0,Bachelor's Degree
18.0,155795.0,Bachelor's Degree
7.0,106218.0,Bachelor's Degree
14.0,136449.0,Bachelor's Degree
21.0,167015.0,Bachelor's Degree
6.0,104378.0,Bachelor's Degree
1.0,55935.0,Bachelor's Degree
11.0,136062.0,Bachelor's Degree
6.0,103579.0,Bachelor's Degree
12.0,137878.0,Bachelor's Degree
10.0,126520.0,Bachelor's Degree
28.0,192292.0,Bachelor's Degree
8.0,124071.0,Bachelor's Degree
0.0,52831.0,Bachelor's Degree
8.0,100679.0,Bachelor's Degree
4.0,77606.0,Bachelor's Degree
20.0,142421.0,Bachelor's Degree
19.0,150729.0,Bachelor's Degree
6.0,88552.0,Bachelor's Degree
4.0,72389.0,Bachelor's Degree
25.0,166958.0,Bachelor's Degree
25.0,177862.0,Bachelor's Degree
10.0,128999.0,Bachelor's Degree
25.0,179756.0,Bachelor's Degree
12.0,132442.0,Bachelor's Degree
22.0,171468.0,Bachelor's Degree
7.0,108267.0,Bachelor's Degree
2.0,64182.0,Bachelor's Degree
11.0,136662.0,Bachelor's Degree
3.0,70397.0,Bachelor's Degree
18.0,155795.0,Bachelor's Degree
7.0,106218.0,Bachelor's Degree
14.0,136449.0,Bachelor's Degree
21.0,167015.0,Bachelor's Degree
6.0,104378.0,Bachelor's Degree
1.0,55935.0,Bachelor's Degree
11.0,136062.0,Bachelor's Degree
3.0,70397.0,Bachelor's Degree
18.0,155795.0,Bachelor's Degree
7.0,106218.0,Bachelor's Degree
14.0,136449.0,Bachelor's Degree
21.0,167015.0,Bachelor's Degree
6.0,104378.0,Bachelor's Degree
1.0,55935.0,Bachelor's Degree
11.0,136062.0,Bachelor's Degree
6.0,103579.0,Bachelor's Degree
12.0,137878.0,Bachelor's Degree
10.0,126520.0,Bachelor's Degree
28.0,192292.0,Bachelor's Degree
8.0,124071.0,Bachelor's Degree
0.0,52831.0,Bachelor's Degree
8.0,100679.0,Bachelor's Degree
4.0,77606.0,Bachelor's Degree
20.0,142421.0,Bachelor's Degree
19.0,150729.0,Bachelor's Degree
6.0,88552.0,Bachelor's Degree
4.0,72389.0,Bachelor's Degree
25.0,166958.0,Bachelor's Degree
25.0,177862.0,Bachelor's Degree
10.0,128999.0,Bachelor's Degree
25.0,179756.0,Bachelor's Degree
12.0,132442.0,Bachelor's Degree
22.0,171468.0,Bachelor's Degree
7.0,108267.0,Bachelor's Degree
2.0,64182.0,Bachelor's Degree
11.0,136662.0,Bachelor's Degree
4.0,82944.0,Bachelor's Degree
19.0,152726.0,Bachelor's Degree
3.0,67556.0,Bachelor's Degree
6.0,91903.0,Bachelor's Degree
21.0,163209.0,Bachelor's Degree
16.0,137489.0,Bachelor's Degree
9.0,117904.0,Bachelor's Degree
5.0,100151.0,Bachelor's Degree
7.0,108204.0,Bachelor's Degree
5.0,77766.0,Bachelor's Degree
20.0,162231.0,Bachelor's Degree
4.0,79652.0,Bachelor's Degree
13.0,131860.0,Bachelor's Degree
13.0,135378.0,Bachelor's Degree
18.0,150901.0,Bachelor's Degree
18.0,152560.0,Bachelor's Degree
2.0,63789.0,Bachelor's Degree
6.0,100358.0,Bachelor's Degree
22.0,168691.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
2.0,60000.0,Bachelor's Degree
